x,y,label
-0.4950124,5.4591103,7
-0.2744125,2.4105597,6
-1.5292889,-0.9703729,3
-3.4121494,-1.2716658,3
-5.8690104,-0.76385516,5
-6.6429377,-2.3126664,7
-1.7522191,1.7210728,5
-1.7427784,-0.5555942,6
2.9171643,-8.331677,0
7.303372,-9.648941,0
4.294097,-4.8176794,8
-4.117316,-0.19225617,6
-3.3180034,-0.15032353,5
-1.3240846,2.7727056,6
4.2903867,7.234059,9
-0.64096355,0.069917925,6
-2.137407,0.12599988,3
-4.1501513,6.8065386,7
-4.1835246,1.151968,6
-2.0522833,-0.27561083,4
-0.6051692,-5.050255,4
5.6322246,7.248153,9
-3.0441158,-0.08059593,3
-4.975898,0.70615435,5
0.33359703,-3.0759635,4
11.08381,-4.494273,8
-4.955764,1.4421831,6
0.22132847,0.8759988,6
7.053502,-3.3959234,8
-4.7480288,-0.12334537,5
-2.0185757,0.5808253,4
7.49735,4.127883,8
-2.0523028,-0.60527796,1
2.2770634,5.2878113,9
-6.173311,2.2796102,7
-1.4009215,-0.42818615,5
2.7433062,0.026132824,1
11.105299,6.946331,1
-0.23178285,-4.4353848,3
-3.7690785,2.0977194,4
-3.2826862,-0.785116,4
0.5349153,-7.214376,0
2.7339933,-4.9457374,8
-1.2155044,0.36803746,8
1.9934083,0.2587484,8
-0.62540877,1.4104809,9
-1.2600939,-2.4626224,7
7.746394,-6.521855,4
9.673256,-3.6721206,9
-4.470973,-0.40845168,3
-4.237478,-0.73895556,3
3.9252388,6.818705,9
0.29389182,3.034122,9
0.39841354,3.160024,1
-3.8132696,-2.3521438,0
-4.041379,0.66953176,3
-0.83016175,-0.8941537,8
12.302179,5.4248915,1
-3.2095335,-0.53552556,4
-5.910555,-0.19020425,2
3.3400757,6.260647,9
-2.5537689,-3.31049,3
-2.4146729,-1.6624317,2
-2.615494,-2.6901057,4
-3.729183,-0.20728707,7
2.4734812,-5.446319,8
6.976662,-9.862084,0
10.4149,13.212548,1
4.0240912,12.560824,9
-0.34399343,-0.035864145,3
1.1683493,2.5861723,9
-5.9861603,-0.14389694,7
-3.0225084,2.9494698,5
-0.9566591,1.6501077,6
4.280476,-0.22377926,1
-3.924126,0.9188928,3
-2.5752861,-0.64852816,4
-3.8379915,2.208225,3
6.742509,12.676076,9
-3.1023614,-0.53449655,3
3.0881991,1.8237015,9
10.6849,-1.6521205,8
8.696215,-1.6465034,9
-2.0195923,-3.7820623,3
-3.006829,-1.000526,3
4.3174505,-9.956154,0
-1.119225,-0.888163,5
5.953262,-9.0904455,0
-3.784874,1.3427591,3
9.372134,-1.2967776,8
6.9772363,7.9758563,9
-0.7995585,2.4193668,7
-1.5638267,4.06368,6
-2.7862573,2.7180336,7
-3.335102,-2.502286,2
-1.3062534,-1.8118736,3
-0.70241976,5.1204123,7
-4.304952,-1.0959117,3
-4.5847206,-1.3690706,4
-1.2911388,-0.9353023,4
-1.3094431,-0.11342962,3
-4.116825,0.07656781,2
0.40175727,-4.0977716,8
10.392298,-6.1961055,8
-7.3526673,-1.3809952,5
4.448451,-10.175498,0
-2.764993,-0.428025,5
-1.3914702,-2.833951,8
5.7672324,8.404878,9
7.271122,6.0136337,1
-1.8542633,2.087784,6
-0.5536003,-0.39755893,4
10.043324,9.714022,9
-1.5063295,-1.3402485,3
-1.2230364,0.7842734,7
9.726257,3.4653454,1
-2.3464925,0.38378245,4
-1.4333917,3.8561203,6
-3.0936205,-0.9929322,4
1.0656673,-1.9824196,9
-3.6646774,0.98696154,2
1.8049911,-3.8812613,2
-7.502015,1.367956,7
1.8460029,0.5337961,9
-4.462002,-4.1603065,3
0.15854202,0.40985033,9
5.177745,-8.976257,0
-2.2062962,2.5841808,6
5.278656,7.3668118,9
4.815853,8.095347,1
7.777609,-1.3021598,0
6.3659554,-4.264324,8
3.4540434,-4.2421455,0
-4.094433,-3.2138386,3
0.87793916,6.249083,6
8.000826,-15.616887,2
0.36942914,-2.7333739,0
6.115532,-0.4767081,1
-1.1346936,-4.451493,0
-5.129575,-0.4685717,5
6.71212,9.982759,9
6.1144853,-7.470561,0
16.216143,8.975042,1
2.3247736,3.4475074,9
0.32783452,3.2182508,6
10.25688,-6.5514283,8
4.601355,-1.1827391,8
6.8138905,6.767025,9
3.8991194,5.4776073,9
-0.43585834,-2.748574,0
-2.9296942,4.0883083,5
-4.152823,1.9645185,7
-1.0405862,3.5262496,7
7.425572,10.130531,1
7.0428386,-0.25024208,8
-1.6099839,-2.2223864,0
5.70026,4.989988,9
-5.1695995,-0.6310376,4
-0.51225436,2.6219144,0
-3.438805,4.308475,7
-2.6833572,-0.6807996,8
-5.626173,-1.6554242,8
6.4738717,-6.928001,8
7.900037,-1.2191547,8
0.6499779,-0.76947623,5
-3.8772728,5.0990257,7
2.7867873,-2.6234949,1
-4.4600616,1.523294,5
-3.9096534,1.7525691,6
-1.3138311,1.3230047,6
-1.9603182,-1.7732633,7
-2.9471455,1.6593525,6
-4.1119394,0.029780606,4
-2.7231467,-1.7021297,4
4.4373903,-6.0422225,8
-3.38872,2.0126867,7
-3.4245138,-0.85557896,3
-2.8477452,-1.0435089,2
4.475836,6.3999605,9
8.69273,-8.758657,8
-0.484245,3.5305738,6
-8.316277,2.2413614,5
-2.2178078,1.7202129,6
-4.2619243,0.23340909,5
0.948894,-6.054118,8
-4.1708245,-0.853196,4
-2.0104349,1.5767865,6
-3.5694716,2.418198,5
3.4009547,-2.8789673,1
0.266456,-5.17517,2
4.361249,8.437567,9
3.1785498,9.148952,9
1.4303331,-2.2455313,0
-2.4908369,2.3000083,3
-4.984372,0.39399785,4
-0.9788336,1.3077888,6
-2.8433206,-1.2583596,2
6.781954,-7.558797,8
-3.119388,0.015892947,4
5.307688,6.5043683,9
-4.537551,0.16362269,3
-2.7366078,0.06501404,5
1.9218248,-5.9383225,8
-6.130882,0.22421624,4
3.775292,-0.55300987,8
-3.6995192,0.5155207,5
-3.5539532,0.76419514,5
3.67773,-1.9010011,2
-4.0140758,-1.743896,2
-4.7408113,-0.4024908,7
-2.1458502,-0.2561098,6
2.0109913,6.12266,9
-3.326487,0.46639353,4
-0.4888167,-3.2724574,2
-4.6061635,-0.33654985,3
-4.992205,1.0866355,7
-2.781748,-0.4958322,6
8.907751,-15.346985,2
-4.968682,0.97112113,5
-2.4937356,-0.11759395,6
-1.9518363,-0.96501523,6
-1.9261265,0.9321808,5
4.3402762,-1.0396092,9
8.331663,-5.89596,8
-0.5916029,0.13107653,7
-2.817957,-0.4682934,6
1.7982997,0.12002931,9
-1.5701051,-1.7715487,4
9.069748,3.0908673,1
-3.9936664,1.8169341,7
-3.9657252,-0.6841986,6
-0.13495646,2.4544773,0
1.125157,-8.424479,8
-6.759085,-1.690858,3
-3.5428114,0.4897307,7
-5.362928,-0.5784013,4
11.27917,14.677449,9
-0.5274606,-5.827311,0
-1.8042461,0.18633123,5
2.3514946,-1.7949729,3
7.0277357,-6.316839,8
1.2760104,5.2025237,1
-1.5987262,-2.5270343,5
7.0469127,7.73945,9
7.240265,1.4333555,0
-0.8737116,-0.38061666,8
-2.823993,-1.8730948,2
1.6624725,-4.9486117,0
-2.6415548,-1.0797371,5
-2.3613431,2.192167,7
-4.6570673,-0.66273075,7
3.356127,-3.940619,8
9.689577,-1.751124,1
-4.359078,-0.40982896,6
5.011051,-6.9977036,8
-0.18738504,-2.646857,2
-4.945045,0.4235509,4
-4.7012196,-1.5281054,3
-3.8026333,-0.897929,2
1.4393342,-3.2455423,0
6.1445885,0.46570447,9
0.042412877,-6.44936,0
3.2728848,-4.3588448,8
13.147718,7.8556147,9
-4.086726,-0.634941,4
6.592429,7.820256,9
2.0846596,-3.737925,8
11.319965,9.142536,1
9.719383,6.9693046,1
0.24489838,-3.1721857,2
4.2726917,-4.839634,0
-1.6414349,-2.2365324,4
6.070305,9.330174,9
2.100588,-2.2951086,0
-4.673836,-0.2617768,7
-2.8675253,-0.7326605,2
6.5844903,-5.8642707,8
-2.2596326,-0.37793398,7
-2.2631726,-0.044848002,6
-3.729736,-3.3372521,3
-2.2543771,1.7504064,6
-5.2038617,-0.8610585,3
6.460109,1.0260541,9
-2.7633457,0.33292162,7
-2.287503,-0.62267,4
7.909378,8.849389,1
-1.0604832,-0.9112139,4
2.6737676,-1.8849822,8
-1.5681374,-2.1102254,2
3.6515365,5.5560923,9
1.6790426,-1.1484114,0
-4.5184793,-0.24800181,4
-3.0259233,-0.28532183,6
4.4761143,4.173852,1
1.4751834,6.9016643,9
-2.3263016,-0.2511771,6
3.2806232,-1.8742297,9
5.312892,-3.863463,0
3.588759,5.405013,9
0.21261247,0.5227196,5
-3.576082,-0.2562516,2
-4.5629497,-0.42708567,5
-1.8567563,-1.4574955,2
-3.4129806,-0.6721654,6
6.4951215,-6.4499564,8
-3.855405,-2.7372184,5
-4.6481786,0.19476406,4
-3.5934737,3.3944528,5
0.5312936,-3.5854664,0
5.1286607,-15.683664,0
-2.3157685,1.9598196,4
-2.6542292,1.106128,3
1.2587706,-2.6619353,8
3.1357331,4.1268616,9
10.938573,14.315935,1
-5.4752975,0.7631942,7
-0.76839954,-0.36989927,6
5.614352,8.226432,9
-2.8672512,-4.1292224,3
8.929457,-6.4493737,0
-4.2790956,-2.6729164,2
-1.3860222,-1.4638286,4
-1.6354915,1.2136179,4
-0.86054534,3.5376413,7
-5.4808335,2.0409362,5
-4.832378,-0.04779946,4
0.25700507,3.325094,9
-3.7098923,-1.2928382,2
-1.6805836,6.304639,9
-5.852235,0.1616878,2
15.463878,-6.6235547,0
-0.8461995,-2.1010985,9
6.5814466,0.3070243,1
5.582304,2.9833255,0
-1.057719,2.6191022,7
-5.075505,-1.7483498,3
3.1713302,-1.8481758,0
-1.2749311,1.2928998,1
-0.68992954,5.8403482,7
-1.652122,0.46880955,6
-1.8252362,1.670987,6
-3.5193398,-1.2773432,3
8.597213,7.167651,9
-4.328108,2.0466435,7
6.4421315,-13.788359,0
3.885252,5.808552,1
-3.5439365,2.8881795,5
2.2304225,0.31597862,1
-3.6927094,1.1955341,7
5.3123155,8.291665,1
-5.5780067,1.0875181,7
-4.1209807,-1.080534,2
-4.393512,0.12145574,6
-5.5113225,-0.1115162,5
13.354654,-3.1898954,8
1.3766677,-3.3669415,8
3.005704,-3.0055165,3
4.2781925,-2.59348,0
4.7815285,-0.44954345,1
-4.3841767,1.0253427,7
0.5338819,4.8536296,9
-0.5484114,-2.2698088,1
-4.1306834,4.522377,7
-5.767355,-0.19663775,5
-7.327221,0.71085835,5
-1.36997,3.3777444,3
10.382277,-1.1123006,1
0.57696646,1.3704852,6
-0.38703492,-1.7142755,2
-1.818869,-1.154043,4
-5.912818,-0.18598829,4
4.860085,-9.590262,8
-0.3569896,-2.343546,2
5.2407193,4.3133154,9
-3.4657493,1.7835717,3
-0.14278495,-1.6607641,2
-1.6345161,-4.605208,0
0.00095276453,-4.2731133,3
3.1178493,-5.7619543,8
1.1347966,0.31075436,0
-2.8056173,3.2112055,6
14.057334,0.88918906,1
-0.53013504,1.0806653,9
8.074624,4.90224,1
-3.6243813,-0.38530037,4
-2.9514644,-1.550891,4
2.673677,-1.0086074,8
-2.1736426,-1.8420088,2
-2.8813758,-1.9111137,5
6.892854,4.719684,9
-0.18120244,-3.6238613,3
1.8384918,3.4077961,9
-6.5042677,-1.3484726,5
0.035825044,-8.167976,0
-2.3924694,-0.79874647,0
10.157302,-5.0359454,8
-4.361002,0.48093474,3
-5.394261,-0.40174246,3
2.7621524,-2.893685,0
-4.8278537,-0.39076644,5
9.129292,8.188084,1
-3.812929,-1.5370383,3
7.0166574,4.092956,9
-4.5573387,0.939846,7
-2.7357903,1.7196169,5
-2.2664294,2.3943436,6
-5.1319866,0.47706917,7
-4.055508,-0.019454023,4
6.914511,-2.1158245,1
11.264773,10.252094,1
-4.166665,0.08640892,2
0.08236325,0.8449859,9
-5.416689,-1.4902095,2
7.0489383,7.407394,9
6.8259654,-7.299913,8
-4.356395,-0.89263564,3
3.6991343,2.1484184,9
-1.0431124,-0.7338704,9
-4.450315,-0.4380174,4
-2.7524202,2.994598,7
3.5237782,-2.2900662,8
-4.039209,-0.33928373,3
-1.2437432,-0.77928525,3
-0.19541278,-5.12415,0
-3.0137537,-0.056333117,5
3.5771718,9.174614,9
-1.674066,3.6298823,7
1.642626,-3.4976187,8
-0.9529858,-2.0767496,0
6.350964,6.5688906,9
-2.1407135,0.9648203,2
-7.4436135,-1.0991526,5
-6.053125,-0.32079732,3
-2.1581678,-2.3014262,2
-4.1104226,0.28955692,6
-1.7964587,-1.6002948,4
-4.6368866,0.5095383,6
-2.9457338,-0.5397517,6
4.892131,9.605821,1
6.557824,-9.123867,8
-3.5463245,4.091174,5
-4.727927,-0.19117498,5
3.8476846,6.184159,9
-3.5525174,-1.1350249,4
0.34279177,-3.3509545,0
-2.759851,1.282892,6
5.6602407,-7.136259,0
6.569563,-8.965528,0
6.375822,4.7237597,1
-2.6700385,-0.771717,4
-6.610352,1.3033048,7
4.241143,2.6449742,9
1.8797232,4.1109877,9
-5.6604753,0.034771807,5
-0.30991217,-4.403048,8
-4.2847853,1.7589629,4
2.7625115,5.3264565,9
6.0471444,-7.906014,8
5.8313866,-2.5395694,1
4.091981,-3.1969795,0
-2.4885468,0.6056551,2
5.7173524,2.2912638,1
-0.016145006,3.4383287,6
-0.24465148,-1.1262268,8
-2.0336113,-1.0044324,4
-0.22325103,-1.341194,0
4.5203376,2.5820868,1
-3.9038115,-1.638496,2
-5.6967072,0.9995864,5
5.0777893,-4.54105,8
-1.2923443,0.8820005,9
-2.4118762,1.2764566,6
-3.9564047,1.0405041,7
0.7125785,-1.4734142,6
0.40843573,-0.8637165,9
10.010997,10.354097,1
5.223702,2.993673,9
-2.133214,-0.25801063,4
3.4663644,0.8963197,1
5.4434557,-1.2190089,1
6.108496,-2.0845635,9
-3.8470118,-1.1324825,4
5.0344367,0.015342319,1
-3.3090224,-0.23492359,2
-4.1382093,-0.46340433,5
-2.6696723,4.467551,7
-4.2859654,0.26372796,5
-5.9476933,3.4106555,7
-2.3121707,-2.3193228,7
-3.8617263,-0.7355564,6
-3.7542696,-0.07634946,7
-3.7956743,-1.0440402,4
-4.4237742,-0.32324886,4
-4.9179215,-0.29976973,4
-2.0682456,-2.362146,6
9.9026,2.7800164,1
8.698065,-10.159666,0
-4.0881295,0.26548922,6
6.4830465,-8.630919,0
4.6068883,-0.072867624,9
3.707813,-1.3893523,0
-4.9080505,-0.30190617,4
4.314234,-0.79133445,8
-1.5155872,0.183434,7
-4.986369,0.079595186,4
1.7780104,0.366463,8
-3.7908456,-0.7843216,4
-1.937719,-1.3974899,4
9.3098345,9.402942,1
-2.5292585,1.4952168,7
0.56581485,6.330147,9
7.230257,2.5486867,1
-3.3275812,1.0654267,4
4.741291,5.5813746,1
-2.6143684,-0.5136908,4
-0.13034819,4.9881487,9
-3.0104218,-2.3292084,2
-2.4404016,-0.857246,3
-3.711184,1.1593087,2
-7.8578844,4.500845,5
-4.656266,-0.76753885,4
-2.0259166,0.55605924,6
-6.4434295,-0.44798288,5
1.7214359,-2.7023437,8
-1.0758731,0.35663003,5
-2.9405022,-0.16524668,6
-4.6343904,-0.6182775,4
0.23166078,-0.98210543,3
-4.0481696,2.206706,7
-3.6902428,-0.23727062,4
6.7828765,3.7638097,1
-2.2195463,2.2777455,6
-6.397632,-1.1403708,5
-0.8832954,-0.55627215,0
6.583489,5.815973,9
-0.3129165,-0.44683138,9
6.6105294,7.4202414,9
-2.812628,-1.5055518,3
2.3789406,-2.976021,8
-2.3233564,-0.7983251,5
-3.7310324,-0.96196693,5
11.253268,5.6045794,1
13.690133,-20.88302,0
8.414839,8.59461,1
4.9394336,-2.7764812,8
-3.9551082,1.4410813,7
-4.3484364,0.03614468,5
-6.2133036,-0.5736544,3
0.81449634,-7.43454,0
-2.0264168,1.5005898,6
14.644774,-9.298743,8
-1.8375651,1.7563491,3
3.5377839,-5.4585104,0
-2.9966328,7.5341616,7
-4.4671016,1.5848005,7
-1.8146625,2.4640124,5
-6.679224,1.7088797,5
2.4950383,1.5356611,0
-4.762338,2.4383497,7
4.2252774,-1.3579376,8
-4.7958717,0.4747764,7
3.7033703,-7.300955,0
-3.039156,2.5403862,6
-6.127518,1.6551893,7
-1.7291284,0.24568115,6
9.348049,-0.6528572,8
-0.33209932,-3.6802113,8
-3.7013674,1.6764046,3
-1.2065117,-2.898726,5
-2.754403,0.7879711,4
2.4493468,-2.5769775,0
5.969123,5.1024327,1
-1.4055427,-2.9580488,5
-1.1656481,3.8154385,7
-3.4148986,-4.618802,2
1.693362,-4.860679,0
8.149283,-6.6659946,0
-3.91108,0.5106055,5
-3.592188,1.2719237,3
-3.2064822,-0.14356668,2
-0.5606321,2.487187,6
15.145452,-4.733616,1
-4.199414,-0.05819101,4
6.2071857,3.45508,1
-1.78809,0.901786,7
-2.9759057,-1.967705,2
-3.9357884,1.7688643,5
7.0834517,2.989901,9
6.0948763,-6.8794694,0
-5.335797,-0.96745884,6
-0.9277845,-1.9224951,3
0.2966713,-2.156197,4
2.1434734,5.540891,1
-3.2260284,-1.3365166,2
7.97712,5.735046,9
1.6236761,-2.48783,8
-8.107612,1.1258363,5
5.3418365,-5.4520774,8
-5.4362335,0.6652687,3
4.523651,-4.4691696,8
-3.7298555,0.21435048,4
11.170705,-6.5305333,8
13.541689,-13.697545,8
-8.872331,1.9658719,2
-3.777029,-1.2762479,4
-6.9189844,-1.1311404,5
-0.48180413,1.103607,2
-2.3515255,-2.284543,8
-4.224527,-0.21051937,5
-2.7534099,-4.5188003,2
2.4231565,0.6912039,1
-4.1057496,-0.69393855,2
5.029014,-0.40823323,1
-3.5710561,0.38919145,5
-4.006024,-1.8179002,2
5.326159,3.2246113,0
-6.5116806,1.5199516,7
-6.8570957,2.4530053,5
-1.6800188,1.6410171,6
-3.4590008,4.589224,5
-2.6514769,-2.172718,7
1.9136134,6.377003,6
6.0105853,-2.5568352,8
-0.77944577,-0.1989487,6
-2.546879,-1.9125124,3
-5.855359,0.58886147,5
-2.8096638,-0.292628,6
-2.5810952,-1.841636,2
-4.5415554,5.2839465,5
-3.9467945,-5.3248343,2
-5.016953,-1.6867505,5
-0.46645877,2.4485762,6
2.706704,3.805829,9
2.464583,-7.4662867,0
4.4770136,3.6087236,1
9.375733,2.038025,1
-1.3123541,-0.32173985,7
-2.6646476,3.658109,5
-1.6873294,0.57183385,2
-5.9325233,-1.0417186,2
-4.54409,0.82801324,7
-2.4994488,1.2374358,6
4.841413,5.6253457,1
-4.5974174,-2.3850515,7
-3.8825347,0.01648874,6
-3.4320123,-0.70732254,2
-0.2628661,5.0984683,7
-4.8992987,-4.3234935,4
1.006019,-2.9010072,8
-1.4264243,4.5085607,9
-1.6436548,-2.3194203,6
0.99361444,2.8459182,1
-1.7427675,-0.8325507,2
6.2303305,4.805431,1
-1.8175509,-2.0466833,0
-5.9074926,0.28319365,5
-6.2176495,-3.0283437,5
-2.0236733,-0.8787402,3
-3.5722373,-0.47867987,6
-3.5027547,0.63002783,5
-1.2423741,2.1988666,6
-3.1248362,1.4295516,6
-3.9685075,0.01082168,5
9.196395,-7.632263,8
7.047017,-11.287391,0
-4.2836213,2.4639764,5
-0.1134779,1.3887893,3
-2.6537347,-1.1831621,5
-2.8144927,2.6930614,6
1.8788223,-2.7974715,0
-3.3922465,1.1419494,2
6.833245,11.326113,9
1.9414467,3.6926239,7
-0.9125446,1.6157546,6
-4.686364,1.0615305,4
-3.0002644,0.7343555,0
-4.502241,0.106375225,5
-1.7050264,-0.312583,4
-3.7677715,1.0958626,6
-2.9840887,-0.7641857,4
-4.394796,1.4625945,7
-1.9651759,1.619054,7
-2.1652024,-0.5133798,3
5.537462,3.4504414,1
2.5557969,-6.1596713,8
8.164508,2.8545008,9
-4.3161607,-0.6604485,3
-4.2813334,-0.81638384,2
6.972194,9.165286,9
-6.8080373,1.35686,5
0.33019346,0.31510633,3
0.87603307,1.1317024,4
0.8319019,0.596034,9
-2.3976734,-0.71879673,2
-2.9795246,-2.5988104,6
-4.6331334,1.4309278,3
-1.2049794,1.6330062,6
-3.722007,3.9745443,7
-1.7865732,-2.1761103,3
-3.5090666,0.3808515,2
1.3190376,3.10485,3
2.4865155,3.667666,9
-0.7814607,-0.0053160097,0
5.6868825,0.9107829,1
9.306111,-5.3089986,8
1.321576,-3.8171976,0
-3.8023438,-6.2485094,2
-4.529403,2.6898715,7
-3.179599,0.31288284,3
-2.0545096,1.2110099,6
-5.0828986,-2.098629,2
-3.4586494,1.9099584,4
-0.6971147,1.8156652,6
-0.81968105,-0.20297462,8
-2.202785,2.1457388,6
-5.0635433,-1.65457,5
-6.1744084,2.85559,7
-0.0982063,-4.49835,8
6.514153,-10.2324505,8
-3.7928994,-3.3476117,2
-2.0091586,-1.1881225,3
5.7078032,3.3506665,1
9.618121,3.685069,1
-2.5840237,0.6334334,6
-4.8045673,0.29988176,7
8.042581,-2.5593693,0
0.26632786,3.1096992,9
-1.5218185,-1.4195905,2
-2.9245367,2.3746214,5
-3.702417,1.8967388,6
-1.4791934,-3.8550582,4
-6.121296,0.6753264,5
2.1745858,-5.362484,0
-1.175979,2.4795275,3
-1.2654635,-1.2605202,2
3.822019,-5.296079,0
-3.5818188,-0.6367453,4
-0.5096371,-0.940862,0
0.99583143,-2.989195,8
1.619447,-0.061316513,0
1.6818595,4.067739,9
-5.9948006,-1.5087516,2
3.4411695,-1.043569,8
-5.615156,1.4367751,5
4.3035865,11.65168,9
-5.40075,0.022956306,7
-3.4540803,1.5209688,6
8.652044,11.585735,9
-2.1736617,-1.2357053,6
0.059167057,-4.751697,6
-3.7823281,-0.21842417,6
-4.1539173,-0.61806166,5
-0.4251911,1.1722056,6
-5.278061,-2.5933924,3
13.52413,-8.186947,0
10.797311,-0.7564127,1
5.3976426,1.3226589,9
-5.0635185,-1.760757,4
-3.0630455,0.016137907,6
6.8289523,6.8646154,1
-1.9987037,-0.55935436,4
-3.8601506,0.7874776,3
2.1844034,5.691133,9
-2.0599449,0.3141446,6
-1.3849096,-1.6529336,2
-3.5522566,-1.795558,2
-4.0261927,-1.1477598,4
-1.7614517,0.9169536,6
-2.1358666,1.046042,7
-3.3494747,-1.0832186,6
-1.4500339,1.6991074,6
-0.6540637,-3.4872155,2
-3.3540235,-0.66544074,7
6.8051744,9.519679,1
